key,value
スーパーマリオ ３Ｄワールド,スーパーマリオ 3Dワールド
スーパーマリオメーカー,スーパーマリオメーカー
Wii Party U,Wii Party U
マリオカート8,マリオカート8
Splatoon（スプラトゥーン）,Splatoon
ヨッシー ウールワールド,ヨッシー ウールワールド
ゼルダの伝説 ブレス オブ ザ ワイルド,ゼルダの伝説 ブレス オブ ザ ワイルド
スーパーマリオ 3Dワールド,スーパーマリオ 3Dワールド
New スーパールイージ U,New スーパールイージ U
ゼルダの伝説 風のタクト HD,ゼルダの伝説 風のタクト HD
Splatoon,Splatoon
Nintendo Land,Nintendo Land
New スーパーマリオブラザーズ U,New スーパーマリオブラザーズ U
マリオカート８,マリオカート8
大乱闘スマッシュブラザーズ for Wii U,大乱闘スマッシュブラザーズ for Wii U
