key,value
スーパーマリオ ３Ｄワールド,
スーパーマリオメーカー,
Wii Party U,
マリオカート8,
Splatoon（スプラトゥーン）,
ヨッシー ウールワールド,
ゼルダの伝説 ブレス オブ ザ ワイルド,
スーパーマリオ 3Dワールド,
New スーパールイージ U,
ゼルダの伝説 風のタクト HD,
Splatoon,
Nintendo Land,
New スーパーマリオブラザーズ U,
マリオカート８,
大乱闘スマッシュブラザーズ for Wii U,
