key,value
New スーパーマリオブラザーズ U,
New スーパールイージ U,
Nintendo Land,
Splatoon,
Splatoon（スプラトゥーン）,
Wii Party U,
スーパーマリオ 3Dワールド,
スーパーマリオ ３Ｄワールド,
スーパーマリオメーカー,
ゼルダの伝説 ブレス オブ ザ ワイルド,
ゼルダの伝説 風のタクト HD,
マリオカート８,
マリオカート8,
ヨッシー ウールワールド,
大乱闘スマッシュブラザーズ for Wii U,
