key,value
New スーパーマリオブラザーズ U,New スーパーマリオブラザーズ U
New スーパールイージ U,New スーパールイージ U
Nintendo Land,Nintendo Land
Splatoon,Splatoon
Splatoon（スプラトゥーン）,Splatoon
Wii Party U,Wii Party U
スーパーマリオ ３Ｄワールド,スーパーマリオ 3Dワールド
スーパーマリオ 3Dワールド,スーパーマリオ 3Dワールド
スーパーマリオメーカー,スーパーマリオメーカー
ゼルダの伝説 ブレス オブ ザ ワイルド,ゼルダの伝説 ブレス オブ ザ ワイルド
ゼルダの伝説 風のタクト HD,ゼルダの伝説 風のタクト HD
マリオカート8,マリオカート8
マリオカート８,マリオカート8
ヨッシー ウールワールド,ヨッシー ウールワールド
大乱闘スマッシュブラザーズ for Wii U,大乱闘スマッシュブラザーズ for Wii U
